date,headline,source,content,url,published_at
2024-12-22,US Navy’s F/A-18 Fighter Jet Shot Down Over Red Sea in ‘Friendly Fire’,The Defense Post,,https://news.google.com/rss/articles/CBMiakFVX3lxTE9NZUlhSGxxV2RONkdGaHYzYkRlbDVMM1BISFVSVURuWWlzWEtZREpIejJDejFveDh3Y0x1VFlqeHp4Mno1WjFhc2o1OW8zX1M0dWJXcG5MbERJa0UyMHQ5bVAtdTJxWWliUkHSAW9BVV95cUxPaTVrdzdzVEJiUnZuVTd6amFkbV8tLTZIS3FiazZJOWsxaGZQb2RCb0I4bTBib1drcURRS2ZLTHJDTG5QZzVtRm5IY1NRR3VJVTRDRUNXbHlJRDhTeHI1UzFMcHVLUnl6NjhfcFV6ams?oc=5,2024-12-22 08:00:00
2024-12-22,US army says two navy pilots shot down over Red Sea in ‘friendly fire’,Al Jazeera,,https://news.google.com/rss/articles/CBMirwFBVV95cUxQcks2LXhXSkhTeFB6V1FfZ0IyMVEwZnZlSUZhQTJZbjJObUJhT0hralBubDUtYTRsYlMxOEVaR0FSeHdIby1lLVlab1VMYjJUVjFWWlh6eDhSUV9lbXNSaG9mSWU4WjMycnQ3SlI5V3hCeEpMZDQ4QVhmSTNSdHRLZm9EMGFPYU9GcFVqUUpITzh3bFFCQjhEc3E4SWwwX1pKVW84cVZyejB1MFlsZFk40gG0AUFVX3lxTFBfYV9WZjBNRklsYVhTMHRUNlR4Mmk1RW9zalpsTmlkX3NkQjFjRGNTZG1Vak1XSVdhVlVIc2xRcUFrT25Wc0R0TDcxdTZmcklZSHBIMnh0MG9KcjB4WU5QajdiOHlJbEU3eFRJVjRwMG5WWU1TMFVfNUQwZ2IwYld4ZVRaM3lwVkdtOVZHRTRvckt4WjRxcGxETkRkczZqckhwRDZoYmV2b2lVU3hhanpyVjNwaw?oc=5,2024-12-22 08:00:00
2024-12-22,US fighter jet shot down over Red Sea by ‘friendly fire’,The Times,,https://news.google.com/rss/articles/CBMitgFBVV95cUxPQVJSVUVLcTBpMm82VTRDd1ItdGlCUjlBUWgweWhoanJxeTByd3oxcUQtWU5GYnZqUzM1ck9aVU5CcXNVaTBjdkVfMGN1dHNWaTFrcTBSeldxaUpZQ3c2WXNiUkJPTVlMbVVmOE9RcE5pRW1OZGZoblV3OVdNbG9OdUhfVEQ1VHhBYVJCVVFSY0pmT0p4aE1QNnI0U0NVckR1RG51VExYS05xZTA0b1pnU3phNzBLUQ?oc=5,2024-12-22 08:00:00
2024-12-22,US fighter jet shot down over Red Sea in 'friendly fire' strike after warplane sent on secret Houthi mission,The Sun,,https://news.google.com/rss/articles/CBMifEFVX3lxTE1ndURTTlJvZldfUV9nUi1tT2FJOFlRNlcybVhERkVsbjZIemE0MWhpWWZvOFRiMmpxeFVZWUFfanE1OVpRcXZ2czEzVTBpOE1fMVNJTUxQZHgxOUw3UGdVTU1SclI2d3R4WWxGMUdDdDhhU2JjOGpwcjhMbU8?oc=5,2024-12-22 08:00:00
2024-12-22,US fighter jet shot down over Red Sea in ‘friendly fire’ incident: CENTCOM,Al Arabiya English,,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPZnJVOE5sZ1Ztdk0zdGc3QnJVWnRieERGVUVTN2VudkdLWUdJNW84aVFtTXdmWE4yWGV4SXdfRGt6TFFMZktUbFpTQk8yRVBPV2Z4bkQxTmc0V3pmUW1mZ3k4a2NZdnIzS2FsWlZwZEY5UzlvVlZmRWlvRmloYm5jR0RNRlpzMWM4T2s0bkcxWGgtWXBnd1RXcWE5NjByNG93UEtUazdxNFA1V0t1NThKcjVSVnZUY1k20gG-AUFVX3lxTFB1ZmwtVDVmdWY1OWotajQtbkhMNklkT3VMdzVfbEV2Q05SRlp4ZVBEOENCUkFkVFl3MEI1WThtLXFDeTVSWXpBSVJBdW8zQzlqcmN5NEFBTjN6UW8taEQwZDg3QXpqcGlNc3lFbGJNSlgzekdpN0RFXzc3cnBSQ2FMUk9rcUk1cjI5NEhPZEhKNDRKcU1Qb2lNX1ZMSmhUdXRfU3VDLVlfMEpoTlR1MU9TSy10Tk9PM19rQWlmSVE?oc=5,2024-12-22 08:00:00
2024-12-22,US fighter shot down in ‘apparent case of friendly fire’ over Red Sea,Business Recorder,,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNYjUxZ3BOakt4YndmM2RPcFNxYllWUlI0WDZHZ0ZUbkwzMXdxVV9hcmxsZzY4bl9haTRPM2NaWDRYVXVRVk9LV1hOWWg4NGtadHJzY0VTemVSYjVxcUJtNGxFRkhHd0pRcVhjcnc0aWN5RHZZa1B2a3VtV2RnQmtyZ1hFeGEzOEdjZnRuX01SY2F2QXA1OFpPR01LV0NnRGJDcGtWVnZkejlNRHfSAVZBVV95cUxOREhVbTdCZVA4ZnpZOWtwRkUzaG1SSEtiUkRTakVRU2tDZnJnajlZdUhoNk01TXpnaVpNems4UkVlVWNNeDE4eVNTdndFZnBFbmhNUEVrZw?oc=5,2024-12-22 08:00:00
2024-12-22,US military aircraft shot down 'by mistake'; both pilots survive,L'Orient Today,,https://news.google.com/rss/articles/CBMitAFBVV95cUxPRmxCLU85dHc3QkN2VktNSXJkSjh4Ylgwc2pEck9aSmlUbG5RSFdCaDViUmRkenV1eUpKS1NxbzJUakNqYW90T1JMYm1sOXBIQ0hYRWpaWjhua3lXRVdoV1RPRzkxZjd2bXV0Y1R5YkxrOUpyYVVQQjEwN3ROejFlakNlVkFwT2lRNUdsbUNqSkZqeXM2cjNEcGtidnp4c1RuM21aY09BamZNbktDNEJ4bHJhNWY?oc=5,2024-12-22 08:00:00
2024-12-22,US shoots down own plane over Red Sea in ‘friendly fire’ incident,The Hill,,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPbFpqdmdzUlRlWmZKZDhRemEwVGxKa213NGJlWGkwTDI5QU1sU25LME5fWWFFMGRNWGJlQ0djSTdWcG9hWWk4TG96UXhaVDVzVHgyNUNHeTJTdnVqV080UThyVThsTTI1Rk1PREVrQjhiSkZabFNacmpSSnNMTWdfODZRSHREb29BaFI4MkxkdUxmbmFqM2VOd294MU1LUTFzZk05YWNMQ3M2eEHSAbABQVVfeXFMT3JKUTJHUGsxZ3R1MWlnbjh6WllXNHFmUWl3UTdjdWFnWjVtRERwYWw2NXNjSXplb0NDMDRKOVhpZDJRd2hXUml5U21EOUpqQVlnWlFGRVB6TjVRZ1dvN3JKeFRfd3JDT0M5akJoRHdaZEFqSGI5d19aTlZPcnZnUkdocE1NQWJsdnk2aVdlT0Z0QUJRTXlvczB2bzhDVmEwb1QtbFQtRjFheFh2MVgxTVM?oc=5,2024-12-22 08:00:00
2024-12-22,US shoots down two of its own navy pilots over Red Sea in ‘apparent friendly fire’ incident,The Guardian,,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNQUNUUTkzOFJsZWpWSlZnVlFTeUU3MFZVUnlzMXFwVXU3bWpOM0hxQjZkMDlFRkRwVERTZ3BnLXdmYzItM2diSHhveURweXlWUngzYTlDSUR4czZZMDVpeHB1LUNKUDdOYl9LUWItNnBFSm1JUzRUY3FmckhRQjFFaUZKVEpqS092dUZzTDl2Wm9XUGRXY3NNQlJncUNYVFNRNjFzZnVBYURLdU9wNVY5S0ZpUWxaQjdxcExJRl9xQ09Xb0xSdTlQaHRrS3lTRE1uRDJF?oc=5,2024-12-22 08:00:00
2024-12-22,"US stock market, Wall Street outlook: S&P 500 to make over 20 per cent gains, claim reports",The Economic Times,,https://news.google.com/rss/articles/CBMi9gFBVV95cUxNRFROZG9rZm1wa2Q0NVo1NTRkNnV6NUVIai1obmRPMk55SFBhSEdIanE5Y3cwZW1SYjRxRm1Hdkp5UGpURi1ORGo5XzhJdVJmQUQ5QkdVcUJ0UWwyX2xDLWtTcGtOQ1BDV005akJRN1lZZkFYU21aNWlreHZNeW5IRnEyQTNKemJrMExXWDMyRDliNU5odnllZlR5dzZiUTJhY1ZOZWdaT3BIQ2pkaTdBUVhfNVRock92NnVSM2U4V2JuRXdzeFFucW1BWDdVWDZKYmVUVnhNSFZvbjl5NVZIdzhjOThKMWNZMlpVLVIwbGUtWjlFR3fSAfsBQVVfeXFMUDdhT0cxYjJRRXJ5MzNVVlNNaGd3bWI5eTdrbmVjOEN4SGl4N3JaUjJ2WGlOTkJQMjFjcVJSQTNfcjBIX2hINGw3WGpSblg0bjE5b2Y2WmRDODdSeW1PU2p4WEJLQ1dNcjd5ekx4aHZ2LWxQQmNxb0ZBSnVqcjEyVUlyLUN5dmRlV3hJNVlYd1dMajRMWHB0MF80QzNsRkYwblZjZTNHbWFUSTE4c2MtVndRMHlfcXdGU2JzeEpGNUVuUE9qMmZpcXBoc2VkN0VYcUFxanlLLU9UME5uZy0zTnpLT284VkZmTmY5d3NyRl9fUThRY3plRlU0c1E?oc=5,2024-12-22 08:00:00
2024-12-22,"US strikes Houthi targets in Yemen, takes down drones over Red Sea",The Times of Israel,,https://news.google.com/rss/articles/CBMinAFBVV95cUxNWjRObFA3cmZPckJPQnczcHRMM2lXM0tkWEJMaXdvZ2dTa2NtSjR2dk9Vd3lCSm9KeFZHZG1zUFkzRzFYTG9NYW5SZ1hRRklvZ0lRcVI3LWhNR1A3SGoyMzI3WW5GNU02b1FmVW1ycXB1WWNVcE1DNmxqc1lpNnRubXF0R3FjUTRnd3F1Vkpmb19VUXRGOUJJRjVManTSAaIBQVVfeXFMT19pNF9obXFlLXNuYjJsMnNpZnhrZ2JGSVJ6QkJfWFA4X293ZDl3Njk1NTJISVJ4eHhSNi00bTJYdnYyOE9RYnpRQkpOMExJb3RhRjN0cS1pd0YyOWY4SzRRVHlIRzlqZGxWOVZ6dUtkRjhqU2pmZkNSQ3otSDhxRDVZSnFVSEZsSDVWQkZSUmR6ZjVfMkZ3b0xNR2J0bDVod2Vn?oc=5,2024-12-22 08:00:00
2024-12-22,Why Did the Stock Market Crash After the Fed Cut Interest Rates Last Week?,The Motley Fool,,https://news.google.com/rss/articles/CBMimAFBVV95cUxPQXRjRnBwajFYQXNxcFQ3S3JmdWpaN1VXbTl1NDJxMnA2dFlBSlpqUkFjeVdQMm9peVAwMmY3QTFzbmthc1ZjWV9ha005aFVKMnZGY3d4WF9rWGtoSVVJbzJPTnJBSDA0R2liNlV2WTEyNlVpZTl6YWc1LXhfaVpOemtFakpWWTlQNUZLX0tLME9sWXV1QVZsbw?oc=5,2024-12-22 08:00:00
2024-12-22,"Year-Ender 2024: Top 5 Most Valued Oil & Gas Stocks; Bonus Issues, Dividends, Recommendations",Goodreturns,,https://news.google.com/rss/articles/CBMizAFBVV95cUxPbzBLV0NodWJ1S1pQM29Yb19KVjB3NlN2YjdVT1czUDlhYzJ6M0tSeXY5MEtzMGRTUE9RVlAzUzhpZG9xLVFwa2tRRGZTZEJ4UUJtdEdIR1p3YURaN1ZacjlNcjI0REVkVXBuMzB5akNjaHpDcGFmT2s0QlZVWlV4cEhRUUJJbmZfV21ZTm5CMi01ODJYZG5jTGJCbmVZQm1FaC1wU1BqbHg2eTNDWFA0YlBWeGFWRmpCTHp2RHU0LTFTblFUVTM4NGZ2dFo?oc=5,2024-12-22 08:00:00
2024-12-22,Yemen’s Houthis claim to down US fighter jet over Red Sea,Middle East Monitor,,https://news.google.com/rss/articles/CBMiogFBVV95cUxPWXdGNk1DNF9PV0lZUXBIU2t4RmZsRmtGQ1Rna0VLTkk1Q1lhTS1GVl9OLWVVSjRTekVnMjRlR1hRbFVLenlFZDM2Wmhqdm1kTGdCXzBhdDNKQVNERU5QSjJmRlI2X3lELXdaQUk0MXlXMjNreTBhRDFXUFZyYW1QTllmS2dQVjlhaC13RWFFa0dZeU9JbXpQQVNreURXQTlCWEHSAacBQVVfeXFMTVJsZHFqNWV3Yl9OekJ4Y1Z1MlRwT05uRnVqckd4SzlZcXhZNHdFbVV5Z0t0NGFvRmlLLUpzTlV6aE9NMFYybThsRjBRakhKczQ0RGc3X3dPZmFqTGt4LUlzUUZ3T1g5YWVTQlhHcFNDNGc0akF1VUVtU2NueGhSYTJTdUZzMU0wTk00elJpTzkyTi1xWmJHTGUxWkxVYmd5UVN2VHdwZDA?oc=5,2024-12-22 08:00:00
2024-12-22,Yemen’s Houthis claim to down US fighter jet over Red Sea,Anadolu Ajansı,,https://news.google.com/rss/articles/CBMioAFBVV95cUxPMU1XS1hSM19sb2xQRGFadEpJbHlvMDZlUjUtaVctRjJjQ2tyb2FuYlJXTWJ2dEl5T1NsXzFneXktT0ZqRWdaS2puemllVk8xeFVPUGg0YTZOcXJZSGZVTDRYSFlfZHdmb3g5eTJzWVZScDMwMUd4SUx2bWRKY0RseUM2Sk5WQkxMMlVLS0lPZ2dTTXMzNDgwbWhKWkdLenZM?oc=5,2024-12-22 08:00:00
2024-12-22,Yemen’s Houthis report $313m in losses from Israeli strikes on Hudaydah,Middle East Monitor,,https://news.google.com/rss/articles/CBMiswFBVV95cUxPUWtNdk40REZUNmVmZjFUMEZyVzVjWVVDMktYeE10dE5ZeFJCa0ZlTUV0Ui1UUXd1aVJEVld6Ni1FTk9mUXlQNnlRM3dXR0RkNmZ0X3dzVktzV3BZcVZsaUQ1cjZQMFFpOThmSnNjTHA3YkxId0tXRW80dVl4RUV6Vld5SW83WW9FZ1QzNVNNcFBoYUZBMnNEU294TmZWX1dpbVZsN3lGUXJzQ1pSV0I4YzRNa9IBuAFBVV95cUxNVXo5RUxORW9lek10d1B5MDMxOEJ5WFBWOXRWN2FFZ0RlUnJRUG1ZZVl4QkFkQ3VvY2d5UGV4R2pPdVdtZGJ2QlFPN29lcG5hbVJUN0d3T1VNb01MSXNXN1NNVDlwQV80N1ZGajNFZ3FqemtMdElqTjlzd3FEUHNXOHRRRklST2x6Y2NBSnRoTUZKY2tTVjNzUGFHS0Z2cU5rSmstVEp3OTNjLXozSDhxVU9hVTUyMTFF?oc=5,2024-12-22 08:00:00
2024-12-23,'The Houthis cannot be deterred': The militia that defies the US and challenges the world,ynetnews,,https://news.google.com/rss/articles/CBMiVkFVX3lxTE40NDZHQnlCWm5YOEROZG9HZWdVc2VuOWpZNnVRZUZHbUxyWTVKQXdHUDVkNlkzLWZRNXA2em1wYlpnYnBQTnpQR2hyQ2EwWnBhMzZMQjFR?oc=5,2024-12-23 08:00:00
2024-12-23,10 must-see UNESCO World Heritage Sites in the Middle East,Economy Middle East,,https://news.google.com/rss/articles/CBMiekFVX3lxTE8teDVIYzZBdjB5emtTUVFXOXlTRE44YTFOZFJKazdrNERwcF9KREs4anpfeEhfajV2dHVlLXdWaElFMGdocFhGM0llUzh4Z0lEQmx5RExndUFHWjNEaDA4RVFfRDlDOV9SNkdlS1ZkU0k4cWFKYk9LT1Vn?oc=5,2024-12-23 08:00:00
2024-12-23,"Back from the Middle East, USS Abraham Lincoln is Home for the Holidays",The National Interest,,https://news.google.com/rss/articles/CBMingFBVV95cUxOWTVMT2NUUS1ubE9oTTZyWk83b3Z6MV9KY0t4Ump1Q0UzQ2RuTUY1M0FqR3U5QTVndjFoenctS1hLTHBNeEtrdFdxaEptWi1BUHB6MjRycXBRQmZIYm5DLUo0X1FRd1E1WF9ZQTNiMHRud0daX09kUjFBNFZRNkxsUnV3VmpZWnhkTWpCdnVfT1VMVFVJeXEzZHQ5R3pIZw?oc=5,2024-12-23 08:00:00
2024-12-23,Can the UAE’s promise to stop sending Sudan’s RSF weapons be believed?,Middle East Monitor,,https://news.google.com/rss/articles/CBMisAFBVV95cUxNbkZQbGFfcWJ5bVVhRkduTVp2NElTVTZTQVJCT3ZMTkE5QWg5Z3ltdlZtRDJPVkVQTkZqZlgzWHVOSkRvUXRscVdSaFZEYXV5UUtrMWJyNGdGdzlrUlBQbnFCWGRhQmFfQlRYQ2YyWG1uLWJMYUl0X2pOZk5NUnNtNFhvTjREUWtTVEQxb29Nc1VDS2I5MEcwaVRNVkRnNG1xaktOSUQtT3JLQU5NT3lGR9IBtgFBVV95cUxOMzQwU3hEME5UWHRYcWtDTFBFMTV5Y3NUTnc1V1BzZUxkNHMzY0pzZTBuVld4SW1mQzI0RlNaeW9xS2lJUzNMOUJyakNXX0ppUUFpRnJUMy1lcDNVZ1NKX3lvd1ZvZnJYWlZsODRnQ0Y5VnI4cXA0WjdEOW8wUkhWZ0RmMVpkZl9wa3dYZVV1TkdoaWthNmFXRklCb002anN1RkhvQkRPczhWODZ0TWY4Uy1CdWxVUQ?oc=5,2024-12-23 08:00:00
2024-12-23,Ethiopia-Somalia talks: Blinken call prompted Abiy Ahmed’s trip to Ankara,Middle East Eye,,https://news.google.com/rss/articles/CBMipgFBVV95cUxOenlOcHNzcHJhQnFPMG1oc1dlVHI3bUlIRXVSTElqVUhMSWRZTHNQWHVLa3JCZ3NOTVJxVEh3anphRXk2Vm9oVzg4NEZQQmplQnBSNVZIQ1FlMlI2MjJpOVZ5WFg0dWpuTEt2eExPeElVaTBRUzJRbW91YlNjcm1fbVZBOGxvQ0FSTkNKYUZfd2hFeHYyb3lPeU4wSlVnQWFPT0tKVUdn?oc=5,2024-12-23 08:00:00
2024-12-23,F/A-18F Shot Down By Friendly Cruiser Was In The Middle Of A Refueling Mission,The War Zone,,https://news.google.com/rss/articles/CBMipAFBVV95cUxOVFhqQ0VIQ01GTjNkQ2JJaGJQOVpxOVpoUzJiU3NWQlB4ZURXaWFDb1hKblZrWlBzRGZVb0xVdnFHaHNhajJ2TzhFRTd6MkhVRWNIb1RYdEczaXdPb2NrNGNNdEZ6T21NTVRqOXNTOEc3S3NLeVJMU0l4TFFCNm1Ec0VwdWVTMHQ2aDg3YkdKWmlaTGgxaURVZmZGU3A4ZXVkaFFyLQ?oc=5,2024-12-23 08:00:00
2024-12-23,Fog of war: The US Navy's Red Sea Super Hornet shootdown is this fight's 2nd friendly-fire incident,Business Insider,,https://news.google.com/rss/articles/CBMipgFBVV95cUxONFRaUUstbGxoRDNxT25sLTBuRGJ0bHZyaWZNV01zQ29QZGhndEQ1YV9pRkItdmY4aENWOGx3Mll5bmVVcFhWWEl5WjNfZWJMbl80YXkwNkNma2RCZ3BwX1lNRlJFLUZoczgzS1ZUYXo1MlY3VGtIcFY5NzZES0w3SDJSa0hvaVpxc3lLWXVmX2JCd3NvQ1hZa0RvOGtiV3NjQ3NIWUt3?oc=5,2024-12-23 08:00:00
2024-12-23,How the Federal Reserve’s Interest Rates Affect Financial Markets,Dailynewsegypt,,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBrOTRiTEp6VjlSTVBtTjg0Wmd4dGpsOWxHbFIxd0o0SXZzWnRVbmx2bzR4al9XQmd6VGhNdnl5ZDlVRjlGVHQycEVnMXJLRF9FWWtjSFRVVFQxekRJQWt2NWFMV2FYNENE?oc=5,2024-12-23 08:00:00
2024-12-23,How to start investing in crude oil stocks: Essential tips for beginners,Economy Middle East,,https://news.google.com/rss/articles/CBMiggFBVV95cUxOcGdGcmdFVllyVGkzc2ZSQ09mZWpmeS15emtyRVRIaXF5aVJVMVRSNUluYUhMNXo3QTAwZkx4LXhyQTNkcDdISkZWazZpazR3azhYWHVmMDdvaWlTcW05Mk1xSVBlVUd0U3BmLWFrdVRETDhIUmxCaklTeE01eTZ0Qk9R?oc=5,2024-12-23 08:00:00
2024-12-23,How today's gold prices stack up historically,CBS News,,https://news.google.com/rss/articles/CBMif0FVX3lxTE9lME94VDZkVE04aWRpVVBCUExtcDAyV1R2SWE2bnJ2RGYxdkZQMldsN3pZd1JQZUpWWTBMR2U3VlhySFV0Wno3M20zZmFsQS1QZWRHb3RvbHZGdEVXUVVVVG0zY1NkbjFSdmlhdHpHbXZnUnk4bzlwalpjNGp5MEk?oc=5,2024-12-23 08:00:00
2024-12-23,Israel publicly confirms it killed ex-Hamas leader Haniyeh in Tehran,Middle East Eye,,https://news.google.com/rss/articles/CBMiogFBVV95cUxNekY5eHpJdkJqRDJqUkdYT1JpMXN1bFdxR2M0STZYSHlEUlBpSEl3Xzl4NHEtMG54aU5oMDRRZUU1NkY4b1pYdEZsX2NWMy1JT05GVnZ1QnZOSUdOYWhrQUQ2LUNMSnlzSVJaRjQ3aVlZSGJITXp2eFR3anNxSlFsLWpLRHBOLXBRSk56Xzl3LWhUaHhiWmRjdDdXWkRqTjBCTXc?oc=5,2024-12-23 08:00:00
2024-12-23,Neom city master plan: Unlocking the future of urban development,Economy Middle East,,https://news.google.com/rss/articles/CBMic0FVX3lxTE9uTkM4dWlueFBrT2RIOWtDbVIxbjVHNjYzaFhnYVZ5emRxZDJObWR1YnRBampESG1tSEdXeTQ5TG1qYW5DVFRseTV4SDF1eVNIdEhNX1BMeV9kdUU2Q25Ga0poUy1CS0trSG00TUVrLVNIRzA?oc=5,2024-12-23 08:00:00
2024-12-23,Russia Loses Indian Oil Market Share to Middle East's Exporters,OilPrice.com,,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOTFI4UlFQUFN5M0hvQXh4VkRxRGtxN0dISGhmMTkwcFFmNDhpSW9xV0IwUmVQQjhUcDl4d1hMQmc5Rl9UQVdhRk5jUFN5RkhLd09yRWhFLVhBVUJjaTlwTF9wUUxCNEJsMklHMHlSd0dHQ01fdDBNNjRPQm15N0tPcUJiSER2Q3NfQ093WVg2U2Z0QjR5RTNMTHhRd1B2SFlVZmRPR3cyQjPSAa4BQVVfeXFMTXZiU2tuLTE0SDlzQTJpY1FzVVp2dFVrNm1zYzNWYjkyS2l1MEhOOGQ2QVFyX1k1bWNTNHRBakxTZVVPckFENUxvLWtrcFJHaFNfZEYwdmRuUEt6VnNyVHF0cEF5Nmsxc0RsQ2Y4VmJXeV9mTi1BUGJTcjc5RkRZb2hpU0NLNkE3QWt4V1AtQTBaVUVKQ2xrdXV2ZzR4TlRJVWMzMXZ3Y2c5V2ppdzd3?oc=5,2024-12-23 08:00:00
2024-12-23,Sea mine found on Turkey's Black Sea coast near Istanbul,The Times of India,,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOY0E5MmVjcS1FZkFSdFF1YS1sYjlFRTZBZ3RfMmlJaUYxcUNVUUVIU0Y4SVRPd0NLakhoaG5ld21Cc09WR3BpandpSDZsaHJ2cmdfeDRRVnpiTHljcWhDbGRxVzhLZEVndUdWaDFIMmpNZTFaME1jX0NsMG12NWhWWFQwaHR6U04tb1JmTG9QWV81QVNCbDE3cXJYcW1JbHBpQThleHpnd2s4U0pIZ05jNHNCWGFyNUFEdU5DV29LZERnSjhpUW1DU1Rta0lLbF9T0gHWAUFVX3lxTFBITkJobVk4WG11ZTEwT21FZVJQdTVVczQ1THRyZTZaaWh4V0pWZjlDXzQtQnZHZlFPWkFQd3JFbHRTcGZKTi16OXRUckFacElZR2FUbGJMQkVzUWw3Sk9xajZrSjZYQzg1NjRGQ1E1UVlVSXk4QlFHMnk5UHg1N3ZleHl2c1c4a1VVWE5SVVYxRGF2bjEydVl1dHJ1ZjlGY25KcV9paTEwMVBGSVBsaDhiTjVjUjdKNjNwWkNNSjBVdzd0UklMdjNYdzVVX29McVk5NlNxblE?oc=5,2024-12-23 08:00:00
2024-12-23,"Strong marketing margin and higher profitability, how OMC stocks look oiled up for revival in second half",The Economic Times,,https://news.google.com/rss/articles/CBMiugFBVV95cUxOT2djWURqOHVHSmU5dW1rTnlhdDhVbDVsQWg5SHdsWk9qeTdCbTRia1JVQW5fMm1zQkNGclFrcl9EMGt5QXcxWU9qbk9RSER4X2tvdXZUT3lZTU50QzZyeDRBajViX085OFdGdHQwTEFCUFRia0o1VURjbE5na2RvYmgxVVppVHJzMUdWR29EWkN2VHpaNlh6V29PaWdLNUhiSmlud1pKd3g3U1NSRHB3TmtXMFJkWE1yOFHSAb8BQVVfeXFMUFp5WDFnTmdsOEh2M0lfVUhSNC1lVmVoWG9nbXdRMG5iV3VYSWdTaFVRV0VVRHpBNXRiWVNkV2pwajRkc3o1Ym9reHVMRkhIQkZTODlEZU1XQm1yc0R2OThzcElJeTdDazdKZ0FlN2hBOC1YY0F6Ym1la1RWeDhnUm5JZ0IyZHJXUnVlajZrMjljUjVhNmNJLVIyUnpEQVloVVRMUkROV0J3NXRKdkdUalVyVy1TOGRFZ251WEdJU1E?oc=5,2024-12-23 08:00:00
2024-12-23,"Tropical storm Pabuk threatens Vietnam with rain, floods, and rough seas",Báo VietNamNet,,https://news.google.com/rss/articles/CBMirAFBVV95cUxNYzNvUE9xTDhZVXVvaGFSdnFxMTNaZVhoQWJXMTJTZkpkV1NNdXR0VVdUUHhBYlhtRDl3UTlRTnZzdkpkVkwxRW40V0hpem5XcTh6R2JzY25MbFR4VW1KN2FmSi12NWpaX3JDcWtpVVczRDNIWTZQaDR0RmprR3Y0YmpaN2Z4MjM4SlZlc0JNQWozOFdHelFVRjEwYmxWdEdBVF8xQm13ZXN2ci13?oc=5,2024-12-23 08:00:00
2024-12-23,"Two Navy Pilots Shot Down in Friendly Fire Over Red Sea, Says US Army",Tempo.co English,,https://news.google.com/rss/articles/CBMiowFBVV95cUxQRWFDN0I3bkFfcmFPZGRoYnFaRWtXU2NRXzZjUjl4SXdMRDZVZGx0NlZwZmdla21aU0stTnZNUDdOMlBZZm9lTXJya05PNjdPTFFjNV9VbkUxbG9kc1B5RVF6Y25NVUZ2SU9sbVBOYWtmamVXTTBTRUMzUTcwYmZyY21PeU5vT3A1aGNvZ1Zob1pKSWRKU0g1YzlyTGItVmZoWUs0?oc=5,2024-12-23 08:00:00
2024-12-23,"Two US Navy pilots shot down over Red Sea in apparent 'friendly fire' incident, US military says",9News,,https://news.google.com/rss/articles/CBMi7gFBVV95cUxQSDVkRDdXR1RwS0V3UTZGbk5DN24yQ0k0bkdPak42MnJxR0w1WnJzdElfZFZacGRPcS1EMTY3SFMxNEJFUldfbnQ5Zl9mV2lnbFl0X2hEUnE0S1VqSjNqUnFXSXhMeFVjMmt6WWRJNHIxR1MybEFKZHY4QXJtTXFRVzJ0OFh2THMteXg5aFpTVklKOXVnM0F5eHdKSmJrT1ZibzU0Q0IyT2ZBWU1wR1NMSDE1X0tBTTlmMndDemV3ejZ6NjVqd2JTOHFWSXpYd05rZ0NXMDVnR3h5ekNrSlNDclN6bWVsaDFIV2Y4NlNR0gF4QVVfeXFMTjlSUlBMelpsbFlEYXB5MnZUbWdjNjZTcEhxUlhvVUpTYVE3X0tfRHR3Wkx6dEJzT1RzcUhTbzFPTm1JdVdkVzNSRlJZU2p1Rl9ldW15V1FMQmMtRUVKWmZ2Vy1MNzdVQldLYmFWMHFKR3VIeExmYkxa?oc=5,2024-12-23 08:00:00
2024-12-23,Two US pilots shot down over Red Sea in ‘friendly fire’ incident,The Times of Israel,,https://news.google.com/rss/articles/CBMimAFBVV95cUxQeS1OQVQ2WFBudUpsa3FNUU1pUHFTZjR5ZzI3amJmMXQ2cXpfWE9ldWNlTkR6eXllYy1ZRkUyUmo0bWNBVC1Pb3ZocmF0TXBVSzNQd3lKcV9lSkQ4eXZYX3laRF9EeGN3bTIwZEFsV3R3OWtUT2VNZnNWQTNUZTFrLXc1dFVCZjZneXpoQXlRcTRONDdwR1FSU9IBngFBVV95cUxQdlRUTkk1UEUxNUlfcFhadkVqTkIxckF6dm5wT2NEZ21XVXRGNEpBMm9JTldNWTdNT2cwaGtpX3VQMkswdkd0RURqREJ5SWpQX3FoWXR1Mk4yYVN5NXBoSTZHeEhmMGp3VVVsanAza0Q0Nl80MWMtUFhOZ093WVh3azl4Y0g1Ym5pMUNjNE55U3VwVmpyVTVSN1lRQm9UQQ?oc=5,2024-12-23 08:00:00
